C/A,Unit,SCP,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
R210,R044,00-06-00,456JZ,IRT,01/27/2022,07:00:00,REGULAR,1201047,255444
R210,R044,00-06-00,456JZ,IRT,01/27/2022,11:00:00,REGULAR,1201267,255493
R210,R044,00-06-00,456JZ,IRT,01/27/2022,15:00:00,REGULAR,1201480,255516
R210,R044,00-06-00,456JZ,IRT,01/27/2022,19:00:00,REGULAR,1202130,255556
R210,R044,00-06-00,456JZ,IRT,01/27/2022,23:00:00,REGULAR,1202281,255583
R210,R044,00-06-01,456JZ,IRT,01/27/2022,15:00:00,RECOVR AUD,429437,163614
R210,R044,00-06-01,456JZ,IRT,01/27/2022,03:00:00,REGULAR,429431,163316
R210,R044,00-06-01,456JZ,IRT,01/27/2022,07:00:00,REGULAR,429437,163349
R210,R044,00-06-01,456JZ,IRT,01/27/2022,11:00:00,REGULAR,429437,163509
R210,R044,00-06-01,456JZ,IRT,01/27/2022,19:00:00,REGULAR,429437,163723
R210,R044,00-06-01,456JZ,IRT,01/27/2022,23:00:00,REGULAR,429437,163780
R210A,R044,03-03-00,456JZ,IRT,01/27/2022,03:00:00,REGULAR,5049599,7032494
R210A,R044,03-03-00,456JZ,IRT,01/27/2022,07:00:00,REGULAR,5049603,7032555
R210A,R044,03-03-00,456JZ,IRT,01/27/2022,09:17:52,REGULAR,5049651,7032875
R210A,R044,03-03-00,456JZ,IRT,01/27/2022,11:00:00,REGULAR,5049706,7033000
R210A,R044,03-03-00,456JZ,IRT,01/27/2022,15:00:00,REGULAR,5049841,7033140
R210A,R044,03-03-00,456JZ,IRT,01/27/2022,19:00:00,REGULAR,5050206,7033234
R210A,R044,03-03-00,456JZ,IRT,01/27/2022,23:00:00,REGULAR,5050247,7033254
R210A,R044,03-03-01,456JZ,IRT,01/27/2022,09:17:52,REGULAR,9753846,11035400
R210A,R044,03-03-02,456JZ,IRT,01/27/2022,03:00:00,REGULAR,9792882,5576941
R210A,R044,03-03-02,456JZ,IRT,01/27/2022,07:00:00,REGULAR,9792886,5577049
R210A,R044,03-03-02,456JZ,IRT,01/27/2022,09:17:52,REGULAR,9792971,5577388
R210A,R044,03-03-02,456JZ,IRT,01/27/2022,11:00:00,REGULAR,9793045,5577505
R210A,R044,03-03-02,456JZ,IRT,01/27/2022,15:00:00,REGULAR,9793257,5577591
R210A,R044,03-03-02,456JZ,IRT,01/27/2022,19:00:00,REGULAR,9793840,5577658
R210A,R044,03-03-02,456JZ,IRT,01/27/2022,23:00:00,REGULAR,9793916,5577683
R210A,R044,03-06-00,456JZ,IRT,01/27/2022,03:00:00,REGULAR,25165,30013
R210A,R044,03-06-00,456JZ,IRT,01/27/2022,07:00:00,REGULAR,25166,30013
R210A,R044,03-06-00,456JZ,IRT,01/27/2022,09:17:52,REGULAR,25168,30026
R210A,R044,03-06-00,456JZ,IRT,01/27/2022,11:00:00,REGULAR,25171,30036
R210A,R044,03-06-00,456JZ,IRT,01/27/2022,15:00:00,REGULAR,25176,30037
R210A,R044,03-06-00,456JZ,IRT,01/27/2022,19:00:00,REGULAR,25198,30045
R210A,R044,03-06-00,456JZ,IRT,01/27/2022,23:00:00,REGULAR,25198,30047
R210A,R044,03-06-01,456JZ,IRT,01/27/2022,03:00:00,REGULAR,1498283,1934549
R210A,R044,03-06-01,456JZ,IRT,01/27/2022,07:00:00,REGULAR,1498288,1934553
R210A,R044,03-06-01,456JZ,IRT,01/27/2022,09:17:52,REGULAR,1498296,1934587
R210A,R044,03-06-01,456JZ,IRT,01/27/2022,11:00:00,REGULAR,1498301,1934610
R210A,R044,03-06-01,456JZ,IRT,01/27/2022,15:00:00,REGULAR,1498309,1934641
R210A,R044,03-06-01,456JZ,IRT,01/27/2022,19:00:00,REGULAR,1498377,1934664
R210A,R044,03-06-01,456JZ,IRT,01/27/2022,23:00:00,REGULAR,1498382,1934668
R221,R170,01-00-00,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,17174841,10396818
R221,R170,01-00-00,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,17174891,10396836
R221,R170,01-00-00,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,17175045,10397039
R221,R170,01-00-00,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,17175335,10397589
R221,R170,01-00-00,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,17175812,10398056
R221,R170,01-00-00,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,17176334,10398525
R221,R170,01-00-01,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,257762,184386
R221,R170,01-00-01,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,257798,184393
R221,R170,01-00-01,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,257911,184517
R221,R170,01-00-01,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,258138,184741
R221,R170,01-00-01,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,258562,184976
R221,R170,01-00-01,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,259045,185298
R221,R170,01-00-02,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,28159,28274
R221,R170,01-00-02,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,28180,28291
R221,R170,01-00-02,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,28268,28495
R221,R170,01-00-02,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,28449,28811
R221,R170,01-00-02,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,28774,29119
R221,R170,01-00-02,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,29189,29541
R221,R170,01-03-00,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,25652131,32331631
R221,R170,01-03-00,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,25652158,32331648
R221,R170,01-03-00,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,25652240,32331869
R221,R170,01-03-00,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,25652444,32332326
R221,R170,01-03-00,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,25652813,32332770
R221,R170,01-03-00,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,25653212,32333387
R221,R170,01-03-01,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,12230258,17556943
R221,R170,01-03-01,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,12230282,17556983
R221,R170,01-03-01,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,12230359,17557383
R221,R170,01-03-01,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,12230521,17558107
R221,R170,01-03-01,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,12230823,17558755
R221,R170,01-03-01,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,12231164,17559471
R221,R170,01-03-02,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,7352275,12324012
R221,R170,01-03-02,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,7352300,12324053
R221,R170,01-03-02,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,7352405,12324491
R221,R170,01-03-02,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,7352615,12325203
R221,R170,01-03-02,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,7352966,12325717
R221,R170,01-03-02,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,7353390,12326246
R221,R170,01-05-00,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,464245,0
R221,R170,01-05-00,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,464247,0
R221,R170,01-05-00,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,464247,0
R221,R170,01-05-00,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,464256,0
R221,R170,01-05-00,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,464264,0
R221,R170,01-05-00,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,464279,0
R221,R170,01-05-01,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,458752,683
R221,R170,01-05-01,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,458752,683
R221,R170,01-05-01,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,458752,684
R221,R170,01-05-01,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,458752,684
R221,R170,01-05-01,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,458768,684
R221,R170,01-05-01,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,458752,684
R221,R170,01-06-00,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,28978,286381
R221,R170,01-06-00,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,28981,286394
R221,R170,01-06-00,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,28986,286592
R221,R170,01-06-00,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,29001,287292
R221,R170,01-06-00,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,29063,287892
R221,R170,01-06-00,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,29157,288609
R221,R170,01-06-01,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,513375,1372578
R221,R170,01-06-01,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,513384,1372598
R221,R170,01-06-01,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,513398,1372709
R221,R170,01-06-01,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,513438,1373037
R221,R170,01-06-01,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,513541,1373383
R221,R170,01-06-01,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,513696,1373796
R221,R170,01-06-02,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,820801,1107724
R221,R170,01-06-02,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,820808,1107735
R221,R170,01-06-02,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,820827,1107859
R221,R170,01-06-02,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,820901,1108145
R221,R170,01-06-02,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,821077,1108419
R221,R170,01-06-02,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,821307,1108696
R221,R170,01-06-03,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,743568,417461
R221,R170,01-06-03,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,743572,417465
R221,R170,01-06-03,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,743585,417509
R221,R170,01-06-03,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,743655,417640
R221,R170,01-06-03,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,743790,417736
R221,R170,01-06-03,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,744022,417839
R221,R170,01-06-04,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,163716,120197
R221,R170,01-06-04,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,163716,120198
R221,R170,01-06-04,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,163721,120205
R221,R170,01-06-04,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,163730,120231
R221,R170,01-06-04,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,163750,120255
R221,R170,01-06-04,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,163812,120278
R221,R170,01-06-05,456LNQRW,IRT,01/27/2022,00:00:00,REGULAR,468471,210931
R221,R170,01-06-05,456LNQRW,IRT,01/27/2022,04:00:00,REGULAR,468475,210936
R221,R170,01-06-05,456LNQRW,IRT,01/27/2022,08:00:00,REGULAR,468492,210964
R221,R170,01-06-05,456LNQRW,IRT,01/27/2022,12:00:00,REGULAR,468535,211028
R221,R170,01-06-05,456LNQRW,IRT,01/27/2022,16:00:00,REGULAR,468631,211093
R221,R170,01-06-05,456LNQRW,IRT,01/27/2022,20:00:00,REGULAR,468762,211145
R245,R051,00-00-00,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,186990,77492
R245,R051,00-00-00,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,187008,77500
R245,R051,00-00-00,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,187060,77554
R245,R051,00-00-00,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,187183,77623
R245,R051,00-00-00,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,187468,77687
R245,R051,00-00-00,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,187578,77712
R245,R051,00-03-00,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,11420782,11146777
R245,R051,00-03-00,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,11420788,11146794
R245,R051,00-03-00,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,11420818,11146949
R245,R051,00-03-00,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,11420885,11147136
R245,R051,00-03-00,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,11421024,11147328
R245,R051,00-03-00,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,11421083,11147385
R245,R051,00-03-01,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,27931,170663
R245,R051,00-03-01,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,27936,170682
R245,R051,00-03-01,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,27949,170999
R245,R051,00-03-01,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,27993,171249
R245,R051,00-03-01,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,28084,171517
R245,R051,00-03-01,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,28112,171600
R245,R051,00-03-02,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,1931,10863
R245,R051,00-03-02,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,1945,10914
R245,R051,00-03-02,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,1959,11295
R245,R051,00-03-02,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,1985,11537
R245,R051,00-03-02,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,2057,11817
R245,R051,00-03-02,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,2084,11906
R245,R051,00-03-03,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,6602209,13986193
R245,R051,00-03-03,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,6602221,13986238
R245,R051,00-03-03,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,6602257,13986509
R245,R051,00-03-03,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,6602313,13986675
R245,R051,00-03-03,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,6602408,13986831
R245,R051,00-03-03,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,6602443,13986895
R245,R051,00-05-00,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,592967,612694
R245,R051,00-05-00,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,592987,612728
R245,R051,00-05-00,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,593043,613020
R245,R051,00-05-00,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,593110,613118
R245,R051,00-05-00,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,593284,613233
R245,R051,00-05-00,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,593347,613272
R245,R051,00-05-01,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,13759499,5860492
R245,R051,00-05-01,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,13759559,5860511
R245,R051,00-05-01,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,13759658,5860666
R245,R051,00-05-01,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,13759781,5860707
R245,R051,00-05-01,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,13760045,5860752
R245,R051,00-05-01,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,13760172,5860765
R245,R051,00-05-02,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,8054521,1555738
R245,R051,00-05-02,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,8054539,1555748
R245,R051,00-05-02,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,8054605,1555833
R245,R051,00-05-02,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,8054667,1555855
R245,R051,00-05-02,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,8054826,1555882
R245,R051,00-05-02,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,8054880,1555893
R245A,R051,01-00-00,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,14316852,5152764
R245A,R051,01-00-00,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,14316876,5152818
R245A,R051,01-00-00,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,14317053,5153124
R245A,R051,01-00-00,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,14317427,5153274
R245A,R051,01-00-00,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,14318022,5153447
R245A,R051,01-00-00,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,14318261,5153534
R245A,R051,01-00-01,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,4772,2958
R245A,R051,01-00-01,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,4792,3017
R245A,R051,01-00-01,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,4905,3391
R245A,R051,01-00-01,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,5242,3559
R245A,R051,01-00-01,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,5806,3713
R245A,R051,01-00-01,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,6006,3783
R245A,R051,01-00-02,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,237928,637413
R245A,R051,01-00-02,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,237930,637579
R245A,R051,01-00-02,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,237990,638662
R245A,R051,01-00-02,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,238170,639032
R245A,R051,01-00-02,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,238592,639383
R245A,R051,01-00-02,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,238734,639531
R245A,R051,01-00-03,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,3473949,7259398
R245A,R051,01-00-03,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,3473955,7259457
R245A,R051,01-00-03,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,3474004,7260163
R245A,R051,01-00-03,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,3474147,7260481
R245A,R051,01-00-03,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,3474460,7260806
R245A,R051,01-00-03,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,3474530,7260881
R245A,R051,01-06-00,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,3501925,4992246
R245A,R051,01-06-00,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,3501925,4992256
R245A,R051,01-06-00,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,3501932,4992366
R245A,R051,01-06-00,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,3501961,4992435
R245A,R051,01-06-00,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,3502070,4992527
R245A,R051,01-06-00,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,3502088,4992544
R245A,R051,01-06-01,456NQRW,IRT,01/27/2022,03:00:00,REGULAR,117528711,884212
R245A,R051,01-06-01,456NQRW,IRT,01/27/2022,07:00:00,REGULAR,117528712,884217
R245A,R051,01-06-01,456NQRW,IRT,01/27/2022,11:00:00,REGULAR,117528717,884269
R245A,R051,01-06-01,456NQRW,IRT,01/27/2022,15:00:00,REGULAR,117528730,884361
R245A,R051,01-06-01,456NQRW,IRT,01/27/2022,19:00:00,REGULAR,117528778,884521
R245A,R051,01-06-01,456NQRW,IRT,01/27/2022,23:00:00,REGULAR,117528790,884548
R601A,R108,02-00-00,2345R,IRT,01/27/2022,03:00:00,REGULAR,761071,646965
R601A,R108,02-00-00,2345R,IRT,01/27/2022,07:00:00,REGULAR,761091,647021
R601A,R108,02-00-00,2345R,IRT,01/27/2022,11:00:00,REGULAR,761329,647352
R601A,R108,02-00-00,2345R,IRT,01/27/2022,15:00:00,REGULAR,761611,647580
R601A,R108,02-00-00,2345R,IRT,01/27/2022,19:00:00,REGULAR,762140,647811
R601A,R108,02-00-00,2345R,IRT,01/27/2022,23:00:00,REGULAR,762268,647875
R601A,R108,02-00-01,2345R,IRT,01/27/2022,03:00:00,REGULAR,582737,462577
R601A,R108,02-00-01,2345R,IRT,01/27/2022,07:00:00,REGULAR,582741,462599
R601A,R108,02-00-01,2345R,IRT,01/27/2022,11:00:00,REGULAR,582824,462826
R601A,R108,02-00-01,2345R,IRT,01/27/2022,15:00:00,REGULAR,582917,462954
R601A,R108,02-00-01,2345R,IRT,01/27/2022,19:00:00,REGULAR,583175,463106
R601A,R108,02-00-01,2345R,IRT,01/27/2022,23:00:00,REGULAR,583225,463152
R601A,R108,02-00-02,2345R,IRT,01/27/2022,03:00:00,REGULAR,2755540,2051448
R601A,R108,02-00-02,2345R,IRT,01/27/2022,07:00:00,REGULAR,2755543,2051468
R601A,R108,02-00-02,2345R,IRT,01/27/2022,11:00:00,REGULAR,2755624,2051656
R601A,R108,02-00-02,2345R,IRT,01/27/2022,15:00:00,REGULAR,2755727,2051743
R601A,R108,02-00-02,2345R,IRT,01/27/2022,19:00:00,REGULAR,2755985,2051867
R601A,R108,02-00-02,2345R,IRT,01/27/2022,23:00:00,REGULAR,2756028,2051902
R601A,R108,02-00-03,2345R,IRT,01/27/2022,03:00:00,REGULAR,498162,744706
R601A,R108,02-00-03,2345R,IRT,01/27/2022,07:00:00,REGULAR,498166,744727
R601A,R108,02-00-03,2345R,IRT,01/27/2022,11:00:00,REGULAR,498235,744952
R601A,R108,02-00-03,2345R,IRT,01/27/2022,15:00:00,REGULAR,498313,745066
R601A,R108,02-00-03,2345R,IRT,01/27/2022,19:00:00,REGULAR,498494,745220
R601A,R108,02-00-03,2345R,IRT,01/27/2022,23:00:00,REGULAR,498517,745264
R601A,R108,02-00-04,2345R,IRT,01/27/2022,03:00:00,REGULAR,198765,295808
R601A,R108,02-00-04,2345R,IRT,01/27/2022,07:00:00,REGULAR,198766,295834
R601A,R108,02-00-04,2345R,IRT,01/27/2022,11:00:00,REGULAR,198819,296117
R601A,R108,02-00-04,2345R,IRT,01/27/2022,15:00:00,REGULAR,198900,296274
R601A,R108,02-00-04,2345R,IRT,01/27/2022,19:00:00,REGULAR,199117,296435
R601A,R108,02-00-04,2345R,IRT,01/27/2022,23:00:00,REGULAR,199151,296512
R601A,R108,02-00-05,2345R,IRT,01/27/2022,03:00:00,REGULAR,4544862,7229041
R601A,R108,02-00-05,2345R,IRT,01/27/2022,07:00:00,REGULAR,4544866,7229107
R601A,R108,02-00-05,2345R,IRT,01/27/2022,11:00:00,REGULAR,4544939,7229571
R601A,R108,02-00-05,2345R,IRT,01/27/2022,15:00:00,REGULAR,4545051,7229811
R601A,R108,02-00-05,2345R,IRT,01/27/2022,19:00:00,REGULAR,4545327,7230029
R601A,R108,02-00-05,2345R,IRT,01/27/2022,23:00:00,REGULAR,4545370,7230131
R601A,R108,02-00-06,2345R,IRT,01/27/2022,03:00:00,REGULAR,114069,497803
R601A,R108,02-00-06,2345R,IRT,01/27/2022,07:00:00,REGULAR,114074,497891
R601A,R108,02-00-06,2345R,IRT,01/27/2022,11:00:00,REGULAR,114106,498503
R601A,R108,02-00-06,2345R,IRT,01/27/2022,15:00:00,REGULAR,114166,498733
R601A,R108,02-00-06,2345R,IRT,01/27/2022,19:00:00,REGULAR,114322,498943
R601A,R108,02-00-06,2345R,IRT,01/27/2022,23:00:00,REGULAR,114339,499019
R601A,R108,02-05-00,2345R,IRT,01/27/2022,03:00:00,REGULAR,3814,0
R601A,R108,02-05-00,2345R,IRT,01/27/2022,07:00:00,REGULAR,3814,0
R601A,R108,02-05-00,2345R,IRT,01/27/2022,11:00:00,REGULAR,3820,0
R601A,R108,02-05-00,2345R,IRT,01/27/2022,15:00:00,REGULAR,3830,0
R601A,R108,02-05-00,2345R,IRT,01/27/2022,19:00:00,REGULAR,3839,0
R601A,R108,02-05-00,2345R,IRT,01/27/2022,23:00:00,REGULAR,3843,0
R601A,R108,02-05-01,2345R,IRT,01/27/2022,03:00:00,REGULAR,5,2101
R601A,R108,02-05-01,2345R,IRT,01/27/2022,07:00:00,REGULAR,5,2101
R601A,R108,02-05-01,2345R,IRT,01/27/2022,11:00:00,REGULAR,5,2101
R601A,R108,02-05-01,2345R,IRT,01/27/2022,15:00:00,REGULAR,5,2101
R601A,R108,02-05-01,2345R,IRT,01/27/2022,19:00:00,REGULAR,5,2102
R601A,R108,02-05-01,2345R,IRT,01/27/2022,23:00:00,REGULAR,5,2102
R602,R108,00-00-00,2345R,IRT,01/27/2022,03:00:00,REGULAR,142070,96699
R602,R108,00-00-00,2345R,IRT,01/27/2022,07:00:00,REGULAR,142076,96723
R602,R108,00-00-00,2345R,IRT,01/27/2022,11:00:00,REGULAR,142164,96876
R602,R108,00-00-00,2345R,IRT,01/27/2022,15:00:00,REGULAR,142265,96939
R602,R108,00-00-00,2345R,IRT,01/27/2022,19:00:00,REGULAR,142467,97021
R602,R108,00-00-00,2345R,IRT,01/27/2022,23:00:00,REGULAR,142495,97043
R602,R108,00-00-01,2345R,IRT,01/27/2022,03:00:00,REGULAR,2501241,1792257
R602,R108,00-00-01,2345R,IRT,01/27/2022,07:00:00,REGULAR,2501242,1792281
R602,R108,00-00-01,2345R,IRT,01/27/2022,11:00:00,REGULAR,2501290,1792396
R602,R108,00-00-01,2345R,IRT,01/27/2022,15:00:00,REGULAR,2501345,1792459
R602,R108,00-00-01,2345R,IRT,01/27/2022,19:00:00,REGULAR,2501493,1792534
R602,R108,00-00-01,2345R,IRT,01/27/2022,23:00:00,REGULAR,2501511,1792555
R602,R108,00-00-02,2345R,IRT,01/27/2022,03:00:00,REGULAR,10445722,3076861
R602,R108,00-00-02,2345R,IRT,01/27/2022,07:00:00,REGULAR,10445724,3076880
R602,R108,00-00-02,2345R,IRT,01/27/2022,11:00:00,REGULAR,10445765,3076938
R602,R108,00-00-02,2345R,IRT,01/27/2022,15:00:00,REGULAR,10445827,3076970
R602,R108,00-00-02,2345R,IRT,01/27/2022,19:00:00,REGULAR,10445961,3077004
R602,R108,00-00-02,2345R,IRT,01/27/2022,23:00:00,REGULAR,10445977,3077011
R602,R108,00-03-00,2345R,IRT,01/27/2022,03:00:00,REGULAR,404254,2304602
R602,R108,00-03-00,2345R,IRT,01/27/2022,07:00:00,REGULAR,404257,2304758
R602,R108,00-03-00,2345R,IRT,01/27/2022,11:00:00,REGULAR,404276,2305614
R602,R108,00-03-00,2345R,IRT,01/27/2022,15:00:00,REGULAR,404355,2306045
R602,R108,00-03-00,2345R,IRT,01/27/2022,19:00:00,REGULAR,404566,2306706
R602,R108,00-03-00,2345R,IRT,01/27/2022,23:00:00,REGULAR,404598,2306922
R602,R108,00-03-01,2345R,IRT,01/27/2022,03:00:00,REGULAR,5521557,2912878
R602,R108,00-03-01,2345R,IRT,01/27/2022,07:00:00,REGULAR,5521582,2912938
R602,R108,00-03-01,2345R,IRT,01/27/2022,11:00:00,REGULAR,5521728,2913173
R602,R108,00-03-01,2345R,IRT,01/27/2022,15:00:00,REGULAR,5521930,2913297
R602,R108,00-03-01,2345R,IRT,01/27/2022,19:00:00,REGULAR,5522453,2913445
