C/A,Unit,SCP,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
N098,R028,00-02-00,2345ACJZ,IND,01/30/2022,14:00:00,REGULAR,569649257,570985440
N098,R028,00-02-00,2345ACJZ,IND,01/30/2022,18:00:00,REGULAR,569649288,570985693
N098,R028,00-02-00,2345ACJZ,IND,01/30/2022,22:00:00,REGULAR,569649295,570985814
N098,R028,00-02-01,2345ACJZ,IND,01/30/2022,02:00:00,REGULAR,93050,131293
N098,R028,00-02-01,2345ACJZ,IND,01/30/2022,06:00:00,REGULAR,93051,131305
N098,R028,00-02-01,2345ACJZ,IND,01/30/2022,10:00:00,REGULAR,93064,131349
N098,R028,00-02-01,2345ACJZ,IND,01/30/2022,14:00:00,REGULAR,93102,131446
N098,R028,00-02-01,2345ACJZ,IND,01/30/2022,18:00:00,REGULAR,93157,131574
N098,R028,00-02-01,2345ACJZ,IND,01/30/2022,22:00:00,REGULAR,93178,131658
N098,R028,00-05-00,2345ACJZ,IND,01/30/2022,02:00:00,REGULAR,460785,0
N098,R028,00-05-00,2345ACJZ,IND,01/30/2022,06:00:00,REGULAR,460785,0
N098,R028,00-05-00,2345ACJZ,IND,01/30/2022,10:00:00,REGULAR,460785,0
N098,R028,00-05-00,2345ACJZ,IND,01/30/2022,14:00:00,REGULAR,460786,0
N098,R028,00-05-00,2345ACJZ,IND,01/30/2022,18:00:00,REGULAR,460788,0
N098,R028,00-05-00,2345ACJZ,IND,01/30/2022,22:00:00,REGULAR,460790,0
N098,R028,00-05-01,2345ACJZ,IND,01/30/2022,02:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/30/2022,06:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/30/2022,10:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/30/2022,14:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/30/2022,18:00:00,REGULAR,0,631
N098,R028,00-05-01,2345ACJZ,IND,01/30/2022,22:00:00,REGULAR,0,631
N098,R028,00-06-00,2345ACJZ,IND,01/30/2022,02:00:00,REGULAR,5146527,1728210
N098,R028,00-06-00,2345ACJZ,IND,01/30/2022,06:00:00,REGULAR,5146529,1728215
N098,R028,00-06-00,2345ACJZ,IND,01/30/2022,10:00:00,REGULAR,5146536,1728226
N098,R028,00-06-00,2345ACJZ,IND,01/30/2022,14:00:00,REGULAR,5146573,1728278
N098,R028,00-06-00,2345ACJZ,IND,01/30/2022,18:00:00,REGULAR,5146612,1728323
N098,R028,00-06-00,2345ACJZ,IND,01/30/2022,22:00:00,REGULAR,5146634,1728370
N098,R028,00-07-00,2345ACJZ,IND,01/30/2022,02:00:00,REGULAR,44486,87344
N098,R028,00-07-00,2345ACJZ,IND,01/30/2022,06:00:00,REGULAR,44486,87348
N098,R028,00-07-00,2345ACJZ,IND,01/30/2022,10:00:00,REGULAR,44492,87364
N098,R028,00-07-00,2345ACJZ,IND,01/30/2022,14:00:00,REGULAR,44504,87398
N098,R028,00-07-00,2345ACJZ,IND,01/30/2022,18:00:00,REGULAR,44514,87444
N098,R028,00-07-00,2345ACJZ,IND,01/30/2022,22:00:00,REGULAR,44527,87467
N098,R028,00-07-01,2345ACJZ,IND,01/30/2022,02:00:00,REGULAR,20120,26625
N098,R028,00-07-01,2345ACJZ,IND,01/30/2022,06:00:00,REGULAR,20121,26625
N098,R028,00-07-01,2345ACJZ,IND,01/30/2022,10:00:00,REGULAR,20124,26626
N098,R028,00-07-01,2345ACJZ,IND,01/30/2022,14:00:00,REGULAR,20131,26645
N098,R028,00-07-01,2345ACJZ,IND,01/30/2022,18:00:00,REGULAR,20137,26652
N098,R028,00-07-01,2345ACJZ,IND,01/30/2022,22:00:00,REGULAR,20141,26664
N098,R028,00-07-02,2345ACJZ,IND,01/30/2022,02:00:00,REGULAR,317110,140605
N098,R028,00-07-02,2345ACJZ,IND,01/30/2022,06:00:00,REGULAR,317110,140605
N098,R028,00-07-02,2345ACJZ,IND,01/30/2022,10:00:00,REGULAR,317113,140606
N098,R028,00-07-02,2345ACJZ,IND,01/30/2022,14:00:00,REGULAR,317114,140609
N098,R028,00-07-02,2345ACJZ,IND,01/30/2022,18:00:00,REGULAR,317119,140610
N098,R028,00-07-02,2345ACJZ,IND,01/30/2022,22:00:00,REGULAR,317120,140610
N505,R022,02-00-00,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,1809849,5188721
N505,R022,02-00-00,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,1809853,5188737
N505,R022,02-00-00,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,1809875,5188820
N505,R022,02-00-00,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,1809902,5188952
N505,R022,02-00-00,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,1809946,5189088
N505,R022,02-00-00,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,1809984,5189161
N505,R022,02-00-01,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,226070,368558
N505,R022,02-00-01,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,226073,368592
N505,R022,02-00-01,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,226094,368677
N505,R022,02-00-01,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,226144,368814
N505,R022,02-00-01,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,226200,368972
N505,R022,02-00-01,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,226240,369042
N505,R022,02-00-02,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,8120630,4372781
N505,R022,02-00-02,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,8120640,4372798
N505,R022,02-00-02,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,8120681,4372851
N505,R022,02-00-02,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,8120725,4372950
N505,R022,02-00-02,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,8120806,4373054
N505,R022,02-00-02,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,8120872,4373094
N505,R022,02-00-03,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,9730678,6062745
N505,R022,02-00-03,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,9730681,6062763
N505,R022,02-00-03,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,9730718,6062809
N505,R022,02-00-03,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,9730766,6062891
N505,R022,02-00-03,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,9730822,6062978
N505,R022,02-00-03,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,9730873,6063029
N505,R022,02-00-04,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,2191539,1994642
N505,R022,02-00-04,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,2191541,1994652
N505,R022,02-00-04,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,2191560,1994679
N505,R022,02-00-04,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,2191582,1994734
N505,R022,02-00-04,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,2191608,1994799
N505,R022,02-00-04,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,2191641,1994823
N505,R022,02-00-05,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,493949,436681
N505,R022,02-00-05,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,493949,436683
N505,R022,02-00-05,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,493960,436700
N505,R022,02-00-05,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,493974,436722
N505,R022,02-00-05,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,493990,436739
N505,R022,02-00-05,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,494004,436749
N505,R022,02-00-06,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,40304,64585
N505,R022,02-00-06,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,40304,64589
N505,R022,02-00-06,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,40316,64620
N505,R022,02-00-06,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,40334,64665
N505,R022,02-00-06,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,40356,64705
N505,R022,02-00-06,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,40374,64718
N505,R022,02-00-07,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,90151,172637
N505,R022,02-00-07,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,90152,172655
N505,R022,02-00-07,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,90176,172706
N505,R022,02-00-07,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,90224,172776
N505,R022,02-00-07,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,90289,172843
N505,R022,02-00-07,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,90339,172868
N505,R022,02-00-08,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,286603,315763
N505,R022,02-00-08,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,286605,315780
N505,R022,02-00-08,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,286635,315854
N505,R022,02-00-08,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,286713,315941
N505,R022,02-00-08,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,286809,316017
N505,R022,02-00-08,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,286874,316063
N505,R022,02-00-09,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,4220747,4233444
N505,R022,02-00-09,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,4220749,4233460
N505,R022,02-00-09,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,4220778,4233507
N505,R022,02-00-09,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,4220829,4233585
N505,R022,02-00-09,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,4220932,4233645
N505,R022,02-00-09,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,4220971,4233682
N505,R022,02-06-00,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,2278149,1171368
N505,R022,02-06-00,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,2278151,1171408
N505,R022,02-06-00,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,2278175,1171570
N505,R022,02-06-00,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,2278264,1171728
N505,R022,02-06-00,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,2278397,1171856
N505,R022,02-06-00,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,2278499,1171901
N506,R022,00-00-00,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,8618353,15353143
N506,R022,00-00-00,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,8618359,15353204
N506,R022,00-00-00,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,8618399,15353425
N506,R022,00-00-00,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,8618525,15353985
N506,R022,00-00-00,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,8618762,15354417
N506,R022,00-00-00,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,8618905,15354566
N506,R022,00-00-01,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,726145,775116
N506,R022,00-00-01,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,726149,775142
N506,R022,00-00-01,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,726185,775247
N506,R022,00-00-01,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,726304,775529
N506,R022,00-00-01,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,726570,775788
N506,R022,00-00-01,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,726701,775870
N506,R022,00-00-02,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,5718775,4294222
N506,R022,00-00-02,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,5718776,4294236
N506,R022,00-00-02,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,5718800,4294308
N506,R022,00-00-02,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,5718933,4294482
N506,R022,00-00-02,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,5719163,4294674
N506,R022,00-00-02,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,5719259,4294743
N506,R022,00-03-00,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,1261265,5201425
N506,R022,00-03-00,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,1261276,5201430
N506,R022,00-03-00,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,1261291,5201487
N506,R022,00-03-00,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,1261349,5201631
N506,R022,00-03-00,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,1261454,5201806
N506,R022,00-03-00,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,1261498,5201861
N506,R022,00-03-01,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,2242213,2118193
N506,R022,00-03-01,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,2242215,2118203
N506,R022,00-03-01,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,2242227,2118249
N506,R022,00-03-01,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,2242279,2118395
N506,R022,00-03-01,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,2242362,2118532
N506,R022,00-03-01,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,2242410,2118575
N506,R022,00-03-02,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,869558,1004095
N506,R022,00-03-02,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,869560,1004101
N506,R022,00-03-02,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,869568,1004132
N506,R022,00-03-02,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,869611,1004317
N506,R022,00-03-02,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,869638,1004366
N506,R022,00-03-03,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,1965432,2355368
N506,R022,00-03-03,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,1965433,2355377
N506,R022,00-03-03,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,1965441,2355423
N506,R022,00-03-03,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,1965481,2355513
N506,R022,00-03-03,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,1965559,2355603
N506,R022,00-03-03,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,1965587,2355642
N506,R022,00-03-04,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,692445,984635
N506,R022,00-03-04,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,692445,984645
N506,R022,00-03-04,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,692452,984671
N506,R022,00-03-04,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,692492,984776
N506,R022,00-03-04,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,692571,984878
N506,R022,00-03-04,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,692596,984912
N506,R022,00-05-00,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,123194,150363
N506,R022,00-05-00,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,123196,150370
N506,R022,00-05-00,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,123201,150390
N506,R022,00-05-00,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,123260,150497
N506,R022,00-05-00,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,123351,150635
N506,R022,00-05-00,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,123385,150669
N506,R022,00-05-01,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,5732358,3098214
N506,R022,00-05-01,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,5732362,3098223
N506,R022,00-05-01,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,5732395,3098261
N506,R022,00-05-01,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,5732489,3098389
N506,R022,00-05-01,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,5732678,3098547
N506,R022,00-05-01,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,5732753,3098588
N506,R022,00-05-02,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,3345940,1391213
N506,R022,00-05-02,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,3345945,1391232
N506,R022,00-05-02,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,3345986,1391296
N506,R022,00-05-02,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,3346122,1391473
N506,R022,00-05-02,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,3346321,1391672
N506,R022,00-05-02,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,3346411,1391729
N506,R022,00-05-03,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,1253552092,2049501668
N506,R022,00-05-03,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,1253552081,2049501686
N506,R022,00-05-03,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,1253552014,2049501763
N506,R022,00-05-03,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,1253551842,2049502014
N506,R022,00-05-03,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,1253551562,2049502241
N506,R022,00-05-03,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,1253551439,2049502323
N506,R022,00-05-04,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,409212,442887
N506,R022,00-05-04,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,409221,442918
N506,R022,00-05-04,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,409298,443063
N506,R022,00-05-04,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,409491,443603
N506,R022,00-05-04,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,409834,443975
N506,R022,00-05-04,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,409997,444119
N506,R022,00-05-05,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,2810311,3222606
N506,R022,00-05-05,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,2810319,3222666
N506,R022,00-05-05,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,2810378,3223042
N506,R022,00-05-05,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,2810544,3223877
N506,R022,00-05-05,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,2810863,3224577
N506,R022,00-05-05,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,2811009,3224820
N506,R022,00-06-00,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,552549664,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,552549666,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,552549666,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,552549673,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,552549684,552542447
N506,R022,00-06-00,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,552549691,552542447
N506,R022,00-06-01,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,0,3731
N506,R022,00-06-01,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,0,3731
N506,R022,00-06-01,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,0,3731
N506,R022,00-06-01,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,0,3731
N506,R022,00-06-01,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,0,3733
N506,R022,00-06-01,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,0,3733
N507,R023,00-00-00,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,503362,60026665
N507,R023,00-00-00,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,503363,60026718
N507,R023,00-00-00,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,503363,60026946
N507,R023,00-00-00,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,503363,60027286
N507,R023,00-00-00,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,503365,60027599
N507,R023,00-00-00,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,503369,60027731
N507,R023,00-00-01,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,2361608,10133426
N507,R023,00-00-01,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,2361608,10133440
N507,R023,00-00-01,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,2361610,10133550
N507,R023,00-00-01,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,2361614,10133769
N507,R023,00-00-01,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,2361615,10133958
N507,R023,00-00-01,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,2361617,10134034
N507,R023,00-00-02,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,2020853,22623237
N507,R023,00-00-02,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,2020853,22623246
N507,R023,00-00-02,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,2020854,22623282
N507,R023,00-00-02,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,2020863,22623432
N507,R023,00-00-02,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,2020873,22623580
N507,R023,00-00-02,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,2020875,22623623
N507,R023,00-00-03,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,25499,172891
N507,R023,00-00-03,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,25499,172898
N507,R023,00-00-03,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,25501,172921
N507,R023,00-00-03,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,25510,172999
N507,R023,00-00-03,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,25517,173081
N507,R023,00-00-03,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,25520,173123
N507,R023,00-03-00,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,69813,701988
N507,R023,00-03-00,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,69814,701991
N507,R023,00-03-00,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,69820,702027
N507,R023,00-03-00,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,69827,702103
N507,R023,00-03-00,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,69836,702190
N507,R023,00-03-00,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,69838,702215
N507,R023,00-03-01,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,3280641,4491161
N507,R023,00-03-01,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,3280641,4491169
N507,R023,00-03-01,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,3280647,4491185
N507,R023,00-03-01,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,3280664,4491263
N507,R023,00-03-01,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,3280682,4491319
N507,R023,00-03-01,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,3280689,4491341
N507,R023,00-03-02,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,4698266,3615615
N507,R023,00-03-02,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,4698267,3615623
N507,R023,00-03-02,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,4698286,3615650
N507,R023,00-03-02,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,4698312,3615717
N507,R023,00-03-02,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,4698334,3615795
N507,R023,00-03-02,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,4698343,3615819
N507,R023,00-03-03,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,2666163,1073115
N507,R023,00-03-03,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,2666165,1073121
N507,R023,00-03-03,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,2666184,1073152
N507,R023,00-03-03,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,2666234,1073202
N507,R023,00-03-03,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,2666281,1073272
N507,R023,00-03-03,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,2666293,1073294
N507,R023,00-03-04,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,491357,191546
N507,R023,00-03-04,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,491364,191553
N507,R023,00-03-04,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,491404,191582
N507,R023,00-03-04,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,491497,191637
N507,R023,00-03-04,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,491605,191661
N507,R023,00-03-04,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,491637,191678
N507,R023,00-03-05,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,26740163,1922442
N507,R023,00-03-05,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,26740172,1922450
N507,R023,00-03-05,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,26740211,1922457
N507,R023,00-03-05,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,26740309,1922483
N507,R023,00-03-05,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,26740401,1922507
N507,R023,00-03-05,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,26740424,1922518
N507,R023,00-03-06,BDFMNQRW,IND,01/30/2022,03:00:00,REGULAR,1593697,98878
N507,R023,00-03-06,BDFMNQRW,IND,01/30/2022,07:00:00,REGULAR,1593707,98882
N507,R023,00-03-06,BDFMNQRW,IND,01/30/2022,11:00:00,REGULAR,1593777,98890
N507,R023,00-03-06,BDFMNQRW,IND,01/30/2022,15:00:00,REGULAR,1593927,98902
N507,R023,00-03-06,BDFMNQRW,IND,01/30/2022,19:00:00,REGULAR,1594082,98923
N507,R023,00-03-06,BDFMNQRW,IND,01/30/2022,23:00:00,REGULAR,1594148,98937
N525,R142,01-00-00,FJMZ,IND,01/30/2022,00:00:00,REGULAR,763257,807704
N525,R142,01-00-00,FJMZ,IND,01/30/2022,04:00:00,REGULAR,763288,807758
N525,R142,01-00-00,FJMZ,IND,01/30/2022,08:00:00,REGULAR,763315,807792
N525,R142,01-00-00,FJMZ,IND,01/30/2022,12:00:00,REGULAR,763346,807910
N525,R142,01-00-00,FJMZ,IND,01/30/2022,16:00:00,REGULAR,763437,808075
N525,R142,01-00-00,FJMZ,IND,01/30/2022,20:00:00,REGULAR,763524,808233
N525,R142,01-00-01,FJMZ,IND,01/30/2022,00:00:00,REGULAR,439262,444436
N525,R142,01-00-01,FJMZ,IND,01/30/2022,04:00:00,REGULAR,439300,444472
